,0,1,2,3,4,5,6,7,8,9
0,0.9382338020447156,1.946019461445915,-2.0145152233301418,2.13653403712606,-2.6441918509533746,3.674071928376934,-1.872672610902471,1.155358632387622,1.9911070295207287,-2.83275286401623
1,9.398324377667704,16.73119568168748,8.203086571262324,4.862556756504159,3.8259593563906,16.90242149580659,6.116636620021137,10.327464030620423,13.801298451762447,4.721448704546227
2,23.02861456697493,44.938918614685704,35.80100698064561,14.095064568487158,18.234053959072636,35.31551598890873,15.60139741655285,31.424210274105594,36.85376180159344,15.829378524965085
3,26.598074802959534,64.57519027135992,59.378905682091386,24.002967721855047,34.31042993884018,48.83303075254803,26.430259482450186,42.23297827226635,56.91350510345457,29.45997530403151
4,26.885623036901997,75.7789017461896,75.07721422103513,39.52873871185359,47.31659459087156,57.734209442333636,30.97056377097743,63.32741014866067,68.28031451673023,27.766754890270203
5,28.979448994246802,76.30408231288285,78.99668023837775,45.38540841571727,51.61588923866722,69.61117535537551,28.93419539097731,72.32380823904442,77.94287041294244,33.9565060720377
6,29.524132920495255,74.39212138886342,77.81720620593315,58.81615969506766,67.2392516204623,80.55379360611784,34.90123253890035,74.48427487235158,84.0967896859741,38.668515380775325
7,36.612090886050105,80.67145987661728,77.8094357646415,61.45882361105999,73.50696102602468,91.46875029066076,34.01042564757233,78.36257548240563,86.0175855922693,56.18777770623251
8,39.19346865205071,88.21126404654261,82.90985111546736,60.801214309821,78.57441551499,87.94962384876773,46.440298500480836,77.96963284435229,83.36288983612062,69.3105839670844
9,45.15677525772388,85.35909738352615,73.28018881704037,62.88879776010622,76.92140628243136,88.41182296547294,62.82474201973149,86.66577690869862,86.6131884922856,79.71372898674463
10,45.775156856182505,88.58069355417943,70.74732659621577,62.469645527551315,78.81099745020788,86.6056669637485,78.48482083742824,83.06430701785285,86.42673117947487,82.97107058695836
11,46.70599022069867,84.93321953382407,78.21389462661581,64.88761109873208,81.98255877346098,86.16187575241072,86.92134124121168,88.76348027285634,84.1030432775371,82.49710188295411
12,46.75075780937266,89.90117470558408,84.12887843755561,59.39465469150075,83.06573682274157,83.92021836489236,84.07453148879016,82.54204754566399,84.54624638367977,83.91679363105284
13,45.688399616761885,88.89480440041984,79.70871489349179,61.49287775313523,80.4999070284765,89.87406812572861,83.56258674113428,85.94690353998944,87.71277755116247,90.96137867363846
14,41.30006038829758,90.95089335374188,78.81434536501318,60.43673717141103,90.73925613014397,87.81797896719736,82.84726935511429,83.67972319958663,88.26297543248917,87.76397963817622
15,45.896527571206505,92.25650621507965,85.29208358550106,63.79765317165813,87.58508833871845,91.10183445836915,90.26360355036906,82.27713538057324,92.57385359947662,88.65173773640058
16,47.721056622252924,92.34328047041838,82.81561376002394,62.36607692262392,87.52074877064086,92.13956894113875,92.39599331292325,84.13557625834655,89.15762526576322,90.81137867363846
17,56.845068862152374,91.16021080567944,87.81904776147817,65.58913815396521,90.43118564474705,85.56602066518265,91.30194426711729,87.98480218315629,90.35211270634538,83.4953752849721
18,71.50545353607302,90.45996889270758,89.12030154121423,66.99722047367962,88.36849476628345,90.49727156432907,90.32007270035167,91.20956741322127,89.18445670069507,87.5569323122805
19,91.8544269465421,90.86190644023908,88.3943154912094,72.31099237889974,86.55053267529401,87.38995625680825,90.70422711429623,85.35565914872404,92.56294138234747,89.45153146953075
