,0
0,56.77346333071253
1,65.73469878726229
2,56.77346333071253
3,74.73469878726229
4,56.77346333071253
5,56.77346333071253
6,65.88631782016776
7,85.19140997390338
8,65.75583309933626
9,56.77346333071253
