,0
0,75.49061166337202
1,66.45873645484157
2,75.49061166337202
3,66.61550493721091
4,66.30290651349459
5,66.18586946817493
6,66.61092827018349
7,66.29955642660931
8,66.61550493721091
9,75.52772932632853
