,0,1,2,3,4,5,6,7,8,9
0,-9.54624540599011,-10.012083497068415,-9.133433251018555,-9.87150664324046,-8.675964469059124,-10.650819088559787,-9.212142104007539,-8.30726017297876,-9.411456136901629,-9.311715912337664
1,-6.748454553247187,-8.337923027401713,-4.899747468305835,-7.888792306422411,-5.343047150994294,-10.50195742543033,-5.480278016460219,-4.138455592012885,-6.229449795559096,-6.229989730350079
2,-1.9874467316456383,-2.5414394052843496,0.30761184457488316,-1.9634906097109737,0.11683134977131235,-10.004323583162817,1.3458164683178786,0.35659625564751624,-0.9512043736953762,-0.6942169349211007
3,3.2585802634975307,3.397002022957456,2.2670784580249945,1.0665082073342012,4.599351503543776,-8.466605005553085,3.7229111870643083,0.6558111593421778,3.1365440327094047,4.414161029048483
4,5.340959620437835,9.21606995098317,4.596379910260674,0.6804040507106695,7.466161348661294,-2.698190411251987,5.967439997119821,1.2975613382360505,7.2039538519289605,8.461684464377935
5,6.065819712392827,13.213882201178535,7.4896927010858665,1.0975613382360507,10.47415946665928,0.4226105032533173,7.670501474013354,2.4461554728297865,7.91314216113264,10.778603386030593
6,7.746237405301426,12.808502352800291,7.729798998886578,0.9768506601173961,13.981931966260905,1.0975613382360505,6.667557748861068,5.441528387892221,9.536291501015244,10.119952958576864
7,8.046237405301428,13.3659379566434,9.68280285514266,1.0975613382360507,13.873829834135284,0.5966083980731498,7.35187232391183,8.112239066010876,12.81092686929543,11.682652160909496
8,7.228882608329894,13.792389775159954,9.79696183384371,0.6804040507106698,13.89124568789901,0.14911051846898887,8.498052759426463,8.968272016354698,12.90295789097373,13.554539672445797
9,8.472316828138391,13.982766421512219,10.243059541899616,1.5147186257614318,14.36001559945821,0.7573534745165572,7.302195900740807,9.338982694473353,13.215104091151135,13.742381883407003
10,7.95074395288458,14.228069990999362,9.650063232877102,1.0561399819987412,13.904567005321082,2.258034619250182,9.361670298556495,9.358287507185748,14.683704909609776,15.54289321881345
11,10.462279963997483,14.855200684033765,8.941410311624633,1.5147186257614318,16.905685459279987,1.816721755214339,12.331160727885598,9.797561338236049,13.89791847198287,15.502943725152281
12,12.490454557049505,14.817157287525381,8.882857440414208,1.2647186257614316,15.906566896744474,4.151504569710894,15.598551398308986,9.74791928185029,14.345865275608622,16.118019484660532
13,15.55,13.95857864376269,9.629605361102248,1.7490332008121938,13.92558264064437,6.272782538384475,15.84752971302018,9.468301137312379,13.56153653473642,16.834369597298767
14,15.385786437626907,15.634314575050762,10.273746448867326,1.7540584539816104,15.809525258535414,7.49267055992961,15.141603515005363,9.59814506287704,15.563221265282651,16.794222594191453
15,15.425735931288072,15.392893218813452,8.791410311624634,2.61202743230331,14.4634261606196,7.955473118943049,15.782795081784466,10.150604937393803,15.834843398027745,16.49522727852474
16,14.705025253169417,14.975735931288073,9.592959491857574,5.3809091140989995,18.416959448267843,8.535914264110518,14.705967546405182,10.709950536198985,17.140202025355325,16.932090559835487
17,15.879289321881345,15.75857864376269,9.651512363067999,7.84121215213201,18.061492990519266,7.8844082173781915,13.84975988132076,10.107772222118253,17.248780669118013,16.452801237954144
18,16.0,15.296154662962367,9.948010517579256,8.544155877284298,15.860969454450451,8.383335575013714,15.75857864376269,10.770689352779556,16.945060591445657,16.995325608559273
19,15.246446609406725,15.958312469870597,9.592959491857574,8.218419945996226,20.08584552687563,8.704501862888002,14.247231705712064,10.578384570202376,17.657359312880704,16.713658919180112
