,0
0,82.60126486193154
1,84.67944593356404
2,82.51502190780927
3,82.46945897984106
4,82.9054494451459
5,82.30615329318321
6,82.42240589334575
7,84.85533658310678
8,82.21730419035788
9,82.40021586311421
